Manufacturer/Name,Gun Type,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,FOREGRIP,1,1,1,Part_MAL_SR_Foregrip_05,,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,FOREGRIP,1,1,1,Part_MAL_SR_Foregrip_06,,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,MAGAZINE,1,1,1,Part_MAL_SR_Mag_01,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,MAGAZINE,1,1,1,Part_MAL_SR_Mag_02,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,MAGAZINE,1,1,1,Part_MAL_SR_Mag_03,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,SCOPE,1,1,1,Part_MAL_SR_Scope_01,,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,SCOPE,1,1,1,Part_MAL_SR_Scope_02,,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,SCOPE,1,1,1,Part_MAL_SR_Scope_03,,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,SCOPE ACCESSORY,0,1,1,Part_MAL_SR_Scope_01_A,Part_MAL_SR_Scope_01,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,SCOPE ACCESSORY,0,1,1,Part_MAL_SR_Scope_01_B,Part_MAL_SR_Scope_01,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,SCOPE ACCESSORY,0,1,1,Part_MAL_SR_Scope_02_A,Part_MAL_SR_Scope_02,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,SCOPE ACCESSORY,0,1,1,Part_MAL_SR_Scope_02_B,Part_MAL_SR_Scope_02,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,SCOPE ACCESSORY,0,1,1,Part_MAL_SR_Scope_03_A,Part_MAL_SR_Scope_03,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,SCOPE ACCESSORY,0,1,1,Part_MAL_SR_Scope_03_B,Part_MAL_SR_Scope_03,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Fire,,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Shock,,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Cryo,,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Radiation,,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Corr,,
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Corr,"Part_MAL_SR_Ele_Primary_Cryo, Part_MAL_SR_Ele_Primary_Fire, Part_MAL_SR_Ele_Primary_Radiation, Part_MAL_SR_Ele_Primary_Shock",
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Cryo,"Part_MAL_SR_Ele_Primary_Corr, Part_MAL_SR_Ele_Primary_Fire, Part_MAL_SR_Ele_Primary_Radiation, Part_MAL_SR_Ele_Primary_Shock",
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Fire,"Part_MAL_SR_Ele_Primary_Corr, Part_MAL_SR_Ele_Primary_Cryo, Part_MAL_SR_Ele_Primary_Radiation, Part_MAL_SR_Ele_Primary_Shock",
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Shock,"Part_MAL_SR_Ele_Primary_Corr, Part_MAL_SR_Ele_Primary_Cryo, Part_MAL_SR_Ele_Primary_Fire, Part_MAL_SR_Ele_Primary_Radiation",
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Radiation,"Part_MAL_SR_Ele_Primary_Corr, Part_MAL_SR_Ele_Primary_Cryo, Part_MAL_SR_Ele_Primary_Fire, Part_MAL_SR_Ele_Primary_Shock",
Maliwan,Sniper Rifles,02/Uncommon,Balance_MAL_SR_02_UnCommon,MATERIAL,1,1,1,Part_MAL_SR_Material_02_UnCommon,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BODY,1,1,1,Part_MAL_SR_Body,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BODY ACCESSORY,2,3,1,Part_MAL_SR_Body_A,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BODY ACCESSORY,2,3,1,Part_MAL_SR_Body_B,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BODY ACCESSORY,2,3,1,Part_MAL_SR_Body_C,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BARREL,1,1,1,Part_MAL_SR_Barrel_01,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BARREL,1,1,1,Part_MAL_SR_Barrel_02,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BARREL,1,1,1,Part_MAL_SR_Barrel_03,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BARREL ACCESSORY,1,2,1,Part_MAL_SR_Barrel_01_A,,"Part_MAL_SR_Barrel_02, Part_MAL_SR_Barrel_03, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BARREL ACCESSORY,1,2,1,Part_MAL_SR_Barrel_01_B,,"Part_MAL_SR_Barrel_02, Part_MAL_SR_Barrel_03, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BARREL ACCESSORY,1,2,1,Part_MAL_SR_Barrel_01_C,,"Part_MAL_SR_Barrel_02, Part_MAL_SR_Barrel_03, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BARREL ACCESSORY,1,2,1,Part_MAL_SR_Barrel_02_A,,"Part_MAL_SR_Barrel_01, Part_MAL_SR_Barrel_03, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BARREL ACCESSORY,1,2,1,Part_MAL_SR_Barrel_02_B,,"Part_MAL_SR_Barrel_01, Part_MAL_SR_Barrel_03, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BARREL ACCESSORY,1,2,1,Part_MAL_SR_Barrel_02_C,,"Part_MAL_SR_Barrel_01, Part_MAL_SR_Barrel_03, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BARREL ACCESSORY,1,2,1,Part_MAL_SR_Barrel_03_A,,"Part_MAL_SR_Barrel_01, Part_MAL_SR_Barrel_02, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BARREL ACCESSORY,1,2,1,Part_MAL_SR_Barrel_03_B,,"Part_MAL_SR_Barrel_01, Part_MAL_SR_Barrel_02, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,BARREL ACCESSORY,1,2,1,Part_MAL_SR_Barrel_03_C,,"Part_MAL_SR_Barrel_01, Part_MAL_SR_Barrel_02, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,GRIP,1,1,1,Part_MAL_SR_Grip_01,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,GRIP,1,1,1,Part_MAL_SR_Grip_02,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,GRIP,1,1,1,Part_MAL_SR_Grip_03,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,GRIP,1,1,1,Part_MAL_SR_Grip_04,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,GRIP,1,1,1,Part_MAL_SR_Grip_05,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,GRIP,1,1,1,Part_MAL_SR_Grip_06,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,GRIP,1,1,1,Part_MAL_SR_Grip_07,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,GRIP ACCESSORY,1,1,1,Part_MAL_SR_Grip_02_A,Part_MAL_SR_Grip_02,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,GRIP ACCESSORY,1,1,1,Part_MAL_SR_Grip_03_A,Part_MAL_SR_Grip_03,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,GRIP ACCESSORY,1,1,1,Part_MAL_SR_Grip_05_A,Part_MAL_SR_Grip_05,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,FOREGRIP,1,1,1,Part_MAL_SR_Foregrip_01,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,FOREGRIP,1,1,1,Part_MAL_SR_Foregrip_02,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,FOREGRIP,1,1,1,Part_MAL_SR_Foregrip_03,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,FOREGRIP,1,1,1,Part_MAL_SR_Foregrip_04,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,FOREGRIP,1,1,1,Part_MAL_SR_Foregrip_05,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,FOREGRIP,1,1,1,Part_MAL_SR_Foregrip_06,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,MAGAZINE,1,1,1,Part_MAL_SR_Mag_01,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,MAGAZINE,1,1,1,Part_MAL_SR_Mag_02,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,MAGAZINE,1,1,1,Part_MAL_SR_Mag_03,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,SCOPE,1,1,1,Part_MAL_SR_Scope_01,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,SCOPE,1,1,1,Part_MAL_SR_Scope_02,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,SCOPE,1,1,1,Part_MAL_SR_Scope_03,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,SCOPE ACCESSORY,1,2,1,Part_MAL_SR_Scope_01_A,Part_MAL_SR_Scope_01,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,SCOPE ACCESSORY,1,2,1,Part_MAL_SR_Scope_01_B,Part_MAL_SR_Scope_01,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,SCOPE ACCESSORY,1,2,1,Part_MAL_SR_Scope_02_A,Part_MAL_SR_Scope_02,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,SCOPE ACCESSORY,1,2,1,Part_MAL_SR_Scope_02_B,Part_MAL_SR_Scope_02,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,SCOPE ACCESSORY,1,2,1,Part_MAL_SR_Scope_03_A,Part_MAL_SR_Scope_03,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,SCOPE ACCESSORY,1,2,1,Part_MAL_SR_Scope_03_B,Part_MAL_SR_Scope_03,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Fire,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Shock,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Cryo,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Radiation,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Corr,,
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Corr,"Part_MAL_SR_Ele_Primary_Cryo, Part_MAL_SR_Ele_Primary_Fire, Part_MAL_SR_Ele_Primary_Radiation, Part_MAL_SR_Ele_Primary_Shock",
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Cryo,"Part_MAL_SR_Ele_Primary_Corr, Part_MAL_SR_Ele_Primary_Fire, Part_MAL_SR_Ele_Primary_Radiation, Part_MAL_SR_Ele_Primary_Shock",
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Fire,"Part_MAL_SR_Ele_Primary_Corr, Part_MAL_SR_Ele_Primary_Cryo, Part_MAL_SR_Ele_Primary_Radiation, Part_MAL_SR_Ele_Primary_Shock",
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Shock,"Part_MAL_SR_Ele_Primary_Corr, Part_MAL_SR_Ele_Primary_Cryo, Part_MAL_SR_Ele_Primary_Fire, Part_MAL_SR_Ele_Primary_Radiation",
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Radiation,"Part_MAL_SR_Ele_Primary_Corr, Part_MAL_SR_Ele_Primary_Cryo, Part_MAL_SR_Ele_Primary_Fire, Part_MAL_SR_Ele_Primary_Shock",
Maliwan,Sniper Rifles,03/Rare,Balance_MAL_SR_03_Rare,MATERIAL,1,1,1,Part_MAL_SR_Material_03_Rare,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,BODY,1,1,1,Part_MAL_SR_Body,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,BODY ACCESSORY,2,3,1,Part_MAL_SR_Body_A,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,BODY ACCESSORY,2,3,1,Part_MAL_SR_Body_B,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,BODY ACCESSORY,2,3,1,Part_MAL_SR_Body_C,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,ALIEN BARREL,1,1,1,Part_MAL_SR_Barrel_ETech,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,GRIP,1,1,1,Part_MAL_SR_Grip_01,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,GRIP,1,1,1,Part_MAL_SR_Grip_02,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,GRIP,1,1,1,Part_MAL_SR_Grip_03,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,GRIP,1,1,1,Part_MAL_SR_Grip_04,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,GRIP,1,1,1,Part_MAL_SR_Grip_05,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,GRIP,1,1,1,Part_MAL_SR_Grip_06,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,GRIP,1,1,1,Part_MAL_SR_Grip_07,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,GRIP ACCESSORY,1,1,1,Part_MAL_SR_Grip_02_A,Part_MAL_SR_Grip_02,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,GRIP ACCESSORY,1,1,1,Part_MAL_SR_Grip_03_A,Part_MAL_SR_Grip_03,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,GRIP ACCESSORY,1,1,1,Part_MAL_SR_Grip_05_A,Part_MAL_SR_Grip_05,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,FOREGRIP,1,1,1,Part_MAL_SR_Foregrip_01,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,FOREGRIP,1,1,1,Part_MAL_SR_Foregrip_02,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,FOREGRIP,1,1,1,Part_MAL_SR_Foregrip_03,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,FOREGRIP,1,1,1,Part_MAL_SR_Foregrip_04,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,FOREGRIP,1,1,1,Part_MAL_SR_Foregrip_05,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,FOREGRIP,1,1,1,Part_MAL_SR_Foregrip_06,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,MAGAZINE,1,1,1,Part_MAL_SR_Mag_01,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,MAGAZINE,1,1,1,Part_MAL_SR_Mag_02,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,MAGAZINE,1,1,1,Part_MAL_SR_Mag_03,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,SCOPE,1,1,1,Part_MAL_SR_Scope_01,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,SCOPE,1,1,1,Part_MAL_SR_Scope_02,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,SCOPE,1,1,1,Part_MAL_SR_Scope_03,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,SCOPE ACCESSORY,2,2,1,Part_MAL_SR_Scope_01_A,Part_MAL_SR_Scope_01,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,SCOPE ACCESSORY,2,2,1,Part_MAL_SR_Scope_01_B,Part_MAL_SR_Scope_01,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,SCOPE ACCESSORY,2,2,1,Part_MAL_SR_Scope_02_A,Part_MAL_SR_Scope_02,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,SCOPE ACCESSORY,2,2,1,Part_MAL_SR_Scope_02_B,Part_MAL_SR_Scope_02,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,SCOPE ACCESSORY,2,2,1,Part_MAL_SR_Scope_03_A,Part_MAL_SR_Scope_03,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,SCOPE ACCESSORY,2,2,1,Part_MAL_SR_Scope_03_B,Part_MAL_SR_Scope_03,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Fire,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Shock,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Cryo,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Radiation,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,ELEMENTAL,1,1,1,Part_MAL_SR_Ele_Primary_Corr,,
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Corr,"Part_MAL_SR_Ele_Primary_Cryo, Part_MAL_SR_Ele_Primary_Fire, Part_MAL_SR_Ele_Primary_Radiation, Part_MAL_SR_Ele_Primary_Shock",
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Cryo,"Part_MAL_SR_Ele_Primary_Corr, Part_MAL_SR_Ele_Primary_Fire, Part_MAL_SR_Ele_Primary_Radiation, Part_MAL_SR_Ele_Primary_Shock",
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Fire,"Part_MAL_SR_Ele_Primary_Corr, Part_MAL_SR_Ele_Primary_Cryo, Part_MAL_SR_Ele_Primary_Radiation, Part_MAL_SR_Ele_Primary_Shock",
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Shock,"Part_MAL_SR_Ele_Primary_Corr, Part_MAL_SR_Ele_Primary_Cryo, Part_MAL_SR_Ele_Primary_Fire, Part_MAL_SR_Ele_Primary_Radiation",
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,ELEMENTAL 2,1,1,1,Part_MAL_SR_Ele_Secondary_Radiation,"Part_MAL_SR_Ele_Primary_Corr, Part_MAL_SR_Ele_Primary_Cryo, Part_MAL_SR_Ele_Primary_Fire, Part_MAL_SR_Ele_Primary_Shock",
Maliwan,Sniper Rifles,03/Rare E-Tech,Balance_SR_MAL_ETech_Rare,MATERIAL,1,1,1,Part_MAL_SR_Material_03_Rare,,
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BODY,1,1,1,Part_MAL_SR_Body,,
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BODY ACCESSORY,3,3,1,Part_MAL_SR_Body_A,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BODY ACCESSORY,3,3,1,Part_MAL_SR_Body_B,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BODY ACCESSORY,3,3,1,Part_MAL_SR_Body_C,Part_MAL_SR_Body,
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BARREL,1,1,1,Part_MAL_SR_Barrel_01,,
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BARREL,1,1,1,Part_MAL_SR_Barrel_02,,
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BARREL,1,1,1,Part_MAL_SR_Barrel_03,,
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_MAL_SR_Barrel_01_A,,"Part_MAL_SR_Barrel_02, Part_MAL_SR_Barrel_03, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_MAL_SR_Barrel_01_B,,"Part_MAL_SR_Barrel_02, Part_MAL_SR_Barrel_03, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_MAL_SR_Barrel_01_C,,"Part_MAL_SR_Barrel_02, Part_MAL_SR_Barrel_03, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_MAL_SR_Barrel_02_A,,"Part_MAL_SR_Barrel_01, Part_MAL_SR_Barrel_03, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_MAL_SR_Barrel_02_B,,"Part_MAL_SR_Barrel_01, Part_MAL_SR_Barrel_03, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_MAL_SR_Barrel_02_C,,"Part_MAL_SR_Barrel_01, Part_MAL_SR_Barrel_03, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_MAL_SR_Barrel_03_A,,"Part_MAL_SR_Barrel_01, Part_MAL_SR_Barrel_02, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_MAL_SR_Barrel_03_B,,"Part_MAL_SR_Barrel_01, Part_MAL_SR_Barrel_02, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,BARREL ACCESSORY,2,3,1,Part_MAL_SR_Barrel_03_C,,"Part_MAL_SR_Barrel_01, Part_MAL_SR_Barrel_02, Part_MAL_SR_Barrel_ETech"
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,GRIP,1,1,1,Part_MAL_SR_Grip_01,,
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,GRIP,1,1,1,Part_MAL_SR_Grip_02,,
Maliwan,Sniper Rifles,04/Very Rare,Balance_MAL_SR_04_VeryRare,GRIP,1,1,1,Part_MAL_SR_Grip_03,,
