Type/Name,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_ShockDoTChance,,
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_CorrosiveDoTChance,,
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_CryoEfficiency,,
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_RadiationDoTChance,,
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_Accuracy,,Artifact_Part_Stats_Precision
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_ReloadSpeed,,Artifact_Part_Stats_Quickdraw
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_MagazineSize,,"Artifact_Part_Stats_ATLAS, Artifact_Part_Stats_Jakobs1, Artifact_Part_Stats_Loaded, Artifact_Part_Stats_Tediore, Artifact_Part_Stats_Vladof"
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_MaxShieldCapacity,,Artifact_Part_Stats_Stalwart
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_ShieldRechargeDelay,,
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_ShieldRechargeRate,,
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_MaxHealth,,Artifact_Part_Stats_Vigorous
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_HealthRegen,,
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_Movespeed,,
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_MeleeDamage,,Artifact_Part_Stats_Ravaging
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_BleedoutMoveSpeed,,
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_BleedoutDuration,,Artifact_Part_Stats_Unyielding
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_XPMultiplier,,
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_AreaDamage,,Artifact_Part_Stats_Ravaging
Company Man (CoV),05/Legendary,InvBalD_Artifact_CompanyMan_CoV,SECONDARY,2,3,1,Artifact_Part_Stats_ActionSkillCooldown,,Artifact_Part_Stats_LongLasting
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,RARITY,1,1,1,Artifact_Part_Rarity_Legendary,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,LEGENDARY ABILITY,1,1,1,Artifact_Part_CompanyMan_Base,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Dahl_Damage1,,Artifact_Part_Stats_CompanyMan_Dahl_Damage2
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Dahl_Damage2,,Artifact_Part_Stats_CompanyMan_Dahl_Damage1
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Dahl_CritDamage1,,Artifact_Part_Stats_CompanyMan_Dahl_CritDamage2
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Dahl_CritDamage2,,Artifact_Part_Stats_CompanyMan_Dahl_CritDamage1
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Dahl_FireRate,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Dahl_MagSize,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Dahl_ReloadSpeed,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Dahl_Accuracy,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_FireDamage_2,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_ShockDamage,,Artifact_Part_Stats_Zappy
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_CorrosiveDamage,,Artifact_Part_Stats_Melty
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_CryoDamage_2,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_RadiationDamage,,Artifact_Part_Stats_Melty
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_FireResist,,Artifact_Part_Stats_Asbestos
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_ShockResist,,Artifact_Part_Stats_Grounded
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_CorrosiveResist,,Artifact_Part_Stats_Durable
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_CryoResist,,Artifact_Part_Stats_Insulated
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_RadiationResist,,Artifact_Part_Stats_LeadCoated
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_FireDoTChance,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_ShockDoTChance,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_CorrosiveDoTChance,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_CryoEfficiency,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_RadiationDoTChance,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_Accuracy,,Artifact_Part_Stats_Precision
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_ReloadSpeed,,Artifact_Part_Stats_Quickdraw
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_MagazineSize,,"Artifact_Part_Stats_ATLAS, Artifact_Part_Stats_Jakobs1, Artifact_Part_Stats_Loaded, Artifact_Part_Stats_Tediore, Artifact_Part_Stats_Vladof"
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_MaxShieldCapacity,,Artifact_Part_Stats_Stalwart
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_ShieldRechargeDelay,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_ShieldRechargeRate,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_MaxHealth,,Artifact_Part_Stats_Vigorous
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_HealthRegen,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_Movespeed,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_MeleeDamage,,Artifact_Part_Stats_Ravaging
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_BleedoutMoveSpeed,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_BleedoutDuration,,Artifact_Part_Stats_Unyielding
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_XPMultiplier,,
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_AreaDamage,,Artifact_Part_Stats_Ravaging
Company Man (Dahl),05/Legendary,InvBalD_Artifact_CompanyMan_Dahl,SECONDARY,2,3,1,Artifact_Part_Stats_ActionSkillCooldown,,Artifact_Part_Stats_LongLasting
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,RARITY,1,1,1,Artifact_Part_Rarity_Legendary,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,LEGENDARY ABILITY,1,1,1,Artifact_Part_CompanyMan_Base,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Hyperion_Damage1,,Artifact_Part_Stats_CompanyMan_Hyperion_Damage2
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Hyperion_Damage2,,Artifact_Part_Stats_CompanyMan_Hyperion_Damage1
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Hyperion_CritDamage1,,Artifact_Part_Stats_CompanyMan_Hyperion_CritDamage2
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Hyperion_CritDamage2,,Artifact_Part_Stats_CompanyMan_Hyperion_CritDamage1
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Hyperion_FireRate,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Hyperion_MagSize,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Hyperion_ReloadSpeed,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Hyperion_Accuracy,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_FireDamage_2,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_ShockDamage,,Artifact_Part_Stats_Zappy
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_CorrosiveDamage,,Artifact_Part_Stats_Melty
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_CryoDamage_2,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_RadiationDamage,,Artifact_Part_Stats_Melty
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_FireResist,,Artifact_Part_Stats_Asbestos
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_ShockResist,,Artifact_Part_Stats_Grounded
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_CorrosiveResist,,Artifact_Part_Stats_Durable
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_CryoResist,,Artifact_Part_Stats_Insulated
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_RadiationResist,,Artifact_Part_Stats_LeadCoated
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_FireDoTChance,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_ShockDoTChance,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_CorrosiveDoTChance,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_CryoEfficiency,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_RadiationDoTChance,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_Accuracy,,Artifact_Part_Stats_Precision
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_ReloadSpeed,,Artifact_Part_Stats_Quickdraw
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_MagazineSize,,"Artifact_Part_Stats_ATLAS, Artifact_Part_Stats_Jakobs1, Artifact_Part_Stats_Loaded, Artifact_Part_Stats_Tediore, Artifact_Part_Stats_Vladof"
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_MaxShieldCapacity,,Artifact_Part_Stats_Stalwart
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_ShieldRechargeDelay,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_ShieldRechargeRate,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_MaxHealth,,Artifact_Part_Stats_Vigorous
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_HealthRegen,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_Movespeed,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_MeleeDamage,,Artifact_Part_Stats_Ravaging
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_BleedoutMoveSpeed,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_BleedoutDuration,,Artifact_Part_Stats_Unyielding
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_XPMultiplier,,
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_AreaDamage,,Artifact_Part_Stats_Ravaging
Company Man (Hyperion),05/Legendary,InvBalD_Artifact_CompanyMan_Hyperion,SECONDARY,2,3,1,Artifact_Part_Stats_ActionSkillCooldown,,Artifact_Part_Stats_LongLasting
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,RARITY,1,1,1,Artifact_Part_Rarity_Legendary,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,LEGENDARY ABILITY,1,1,1,Artifact_Part_CompanyMan_Base,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Jakobs_Damage1,,Artifact_Part_Stats_CompanyMan_Jakobs_Damage2
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Jakobs_Damage2,,Artifact_Part_Stats_CompanyMan_Jakobs_Damage1
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Jakobs_CritDamage1,,Artifact_Part_Stats_CompanyMan_Jakobs_CritDamage2
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Jakobs_CritDamage2,,Artifact_Part_Stats_CompanyMan_Jakobs_CritDamage1
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Jakobs_FireRate,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Jakobs_MagSize,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Jakobs_ReloadSpeed,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Jakobs_Accuracy,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_FireDamage_2,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_ShockDamage,,Artifact_Part_Stats_Zappy
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_CorrosiveDamage,,Artifact_Part_Stats_Melty
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_CryoDamage_2,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_RadiationDamage,,Artifact_Part_Stats_Melty
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_FireResist,,Artifact_Part_Stats_Asbestos
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_ShockResist,,Artifact_Part_Stats_Grounded
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_CorrosiveResist,,Artifact_Part_Stats_Durable
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_CryoResist,,Artifact_Part_Stats_Insulated
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_RadiationResist,,Artifact_Part_Stats_LeadCoated
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_FireDoTChance,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_ShockDoTChance,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_CorrosiveDoTChance,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_CryoEfficiency,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_RadiationDoTChance,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_Accuracy,,Artifact_Part_Stats_Precision
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_ReloadSpeed,,Artifact_Part_Stats_Quickdraw
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_MagazineSize,,"Artifact_Part_Stats_ATLAS, Artifact_Part_Stats_Jakobs1, Artifact_Part_Stats_Loaded, Artifact_Part_Stats_Tediore, Artifact_Part_Stats_Vladof"
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_MaxShieldCapacity,,Artifact_Part_Stats_Stalwart
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_ShieldRechargeDelay,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_ShieldRechargeRate,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_MaxHealth,,Artifact_Part_Stats_Vigorous
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_HealthRegen,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_Movespeed,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_MeleeDamage,,Artifact_Part_Stats_Ravaging
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_BleedoutMoveSpeed,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_BleedoutDuration,,Artifact_Part_Stats_Unyielding
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_XPMultiplier,,
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_AreaDamage,,Artifact_Part_Stats_Ravaging
Company Man (Jakobs),05/Legendary,InvBalD_Artifact_CompanyMan_Jakobs,SECONDARY,2,3,1,Artifact_Part_Stats_ActionSkillCooldown,,Artifact_Part_Stats_LongLasting
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,RARITY,1,1,1,Artifact_Part_Rarity_Legendary,,
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,LEGENDARY ABILITY,1,1,1,Artifact_Part_CompanyMan_Base,,
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Maliwan_Damage1,,Artifact_Part_Stats_CompanyMan_Maliwan_Damage2
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Maliwan_Damage2,,Artifact_Part_Stats_CompanyMan_Maliwan_Damage1
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Maliwan_CritDamage1,,Artifact_Part_Stats_CompanyMan_Maliwan_CritDamage2
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Maliwan_CritDamage2,,Artifact_Part_Stats_CompanyMan_Maliwan_CritDamage1
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Maliwan_FireRate,,
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Maliwan_MagSize,,
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Maliwan_ReloadSpeed,,
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,PRIMARY,3,3,1,Artifact_Part_Stats_CompanyMan_Maliwan_Accuracy,,
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,SECONDARY,2,3,1,Artifact_Part_Stats_FireDamage_2,,
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,SECONDARY,2,3,1,Artifact_Part_Stats_ShockDamage,,Artifact_Part_Stats_Zappy
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,SECONDARY,2,3,1,Artifact_Part_Stats_CorrosiveDamage,,Artifact_Part_Stats_Melty
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,SECONDARY,2,3,1,Artifact_Part_Stats_CryoDamage_2,,
Company Man (Maliwan),05/Legendary,InvBalD_Artifact_CompanyMan_Maliwan,SECONDARY,2,3,1,Artifact_Part_Stats_RadiationDamage,,Artifact_Part_Stats_Melty
